cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,vote,prtvtat,prtvtaat,prtvtbat,prtvtbe,prtvtabe,prtvtbbe,prtvtcbe,prtvtbg,prtvtabg,prtvtbbg,prtvtcbg,prtvtch,prtvtach,prtvtbch,prtvtcch,prtvtdch,prtvtech,prtvtfch,prtvtcy,prtvtacy,prtvtcz,prtvtacz,prtvtbcz,prtvtccz,prtvtdcz,prtvde1,prtvade1,prtvbde1,prtvcde1,prtvdde1,prtvede1,prtvde2,prtvade2,prtvbde2,prtvcde2,prtvdde2,prtvede2,prtvtdk,prtvtadk,prtvtbdk,prtvtcdk,prtvtee,prtvtaee,prtvtbee,prtvtcee,prtvtdee,prtvteee,prtvtfee,prtvtes,prtvtaes,prtvtbes,prtvtces,prtvtdes,prtvtfi,prtvtafi,prtvtbfi,prtvtcfi,prtvtdfi,prtvtfr,prtvtafr,prtvtbfr,prtvtcfr,prtvtgb,prtvtagb,prtvtbgb,prtvtgr,prtvtagr,prtvtbgr,prtvtcgr,prtvthr,prtvthu,prtvtahu,prtvtbhu,prtvtchu,prtvtdhu,prtvtehu,prtvtie,prtvtaie,prtvtbie,prtvtil,prtvtail,prtvtbil,prtvtcil,prtvtis,prtvtais,prtvtbis,prtvtit,prtvtait,prtvtbit,prtvlt1,prtvalt1,prtvblt1,prtvlt2,prtvalt2,prtvblt2,prtvlt3,prtvalt3,prtvblt3,prtvtlu,prtvtnl,prtvtanl,prtvtbnl,prtvtcnl,prtvtdnl,prtvtenl,prtvtfnl,prtvtno,prtvtano,prtvtbno,prtvtpl,prtvtapl,prtvtbpl,prtvtcpl,prtvtdpl,prtvtpt,prtvtapt,prtvtbpt,prtvtcpt,prtvtru,prtvtaru,prtvtbru,prtvtcru,prtvtdru,prtvtse,prtvtase,prtvtbse,prtvtsi,prtvtasi,prtvtbsi,prtvtcsi,prtvtdsi,prtvtesi,prtvtsk,prtvtask,prtvtbsk,prtvtcsk,prtvttr,prtvtatr,prtvtua,prtvtaua,prtvtbua,prtvtcua,gndr,agea,edulvla,eisced,eduyrs,mnactic,emplrel,nacer1,nacer11,nacer2,tporgwk,iscoco,isco08,hinctnt,hinctnta,cregion,regunit,regionat,regionbe,regionbg,regionch,regioach,regioncy,regioncz,regioacz,regionde,regiondk,regioadk,regionee,regiones,regioaes,regionfi,regioafi,regionfr,regiongb,regiongr,regioagr,regionhr,regionhu,regionie,regioaie,regiobie,regionil,regionit,regionlu,regionnl,regionno,regionpl,regionpt,regioapt,regionru,regionse,regionsi,regionsk,regiontr,regionua
AT,ESS1-8e01,1.0,12.12.2018,75.0,ESS1e06_6,1.0,6.6,117.0,0.3358,0.494589119493102,0.271487505538325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,77.0,1.0,0.0,,6.0,1.0,18.0,,,,9320.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,76.0,ESS1e06_6,1.0,6.6,118.0,1.3431,1.24699493143107,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,3.0,0.0,15.0,3.0,3.0,,,,,5123.0,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,77.0,ESS1e06_6,1.0,6.6,122.0,1.0042,0.731288313364112,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,42.0,2.0,0.0,9.0,8.0,1.0,,,,,7436.0,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,78.0,ESS1e06_6,1.0,6.6,124.0,1.0042,1.46843848539949,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,46.0,5.0,0.0,18.0,1.0,1.0,32.0,,,,1210.0,,11.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,79.0,ESS1e06_6,1.0,6.6,126.0,1.2553,0.954682887407389,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,45.0,3.0,0.0,12.0,1.0,1.0,85.0,,,,3320.0,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,80.0,ESS1e06_6,1.0,6.6,128.0,1.0042,0.99966645510088,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,45.0,3.0,0.0,13.0,1.0,1.0,32.0,,,,1231.0,,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,81.0,ESS1e06_6,1.0,6.6,129.0,1.2553,1.24963284314691,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,38.0,3.0,0.0,14.0,1.0,2.0,60.0,,,,1226.0,,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,82.0,ESS1e06_6,1.0,6.6,130.0,0.5021,0.526446912512752,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.0,5.0,0.0,17.0,1.0,1.0,80.0,,,,2331.0,,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,83.0,ESS1e06_6,1.0,6.6,132.0,0.7532,0.572824942878392,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,40.0,3.0,0.0,13.0,1.0,1.0,50.0,,,,4121.0,,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,84.0,ESS1e06_6,1.0,6.6,133.0,0.4734,0.34823755513268,0.271487505538325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,35.0,3.0,0.0,13.0,1.0,1.0,,,,,5149.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,85.0,ESS1e06_6,1.0,6.6,134.0,0.4734,0.573457485024474,0.271487505538325,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,26.0,3.0,0.0,14.0,1.0,1.0,93.0,,,,3420.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,86.0,ESS1e06_6,1.0,6.6,135.0,0.4734,0.34823755513268,0.271487505538325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,40.0,3.0,0.0,13.0,1.0,1.0,52.0,,,,4190.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,87.0,ESS1e06_6,1.0,6.6,136.0,0.4734,0.739209411222668,0.271487505538325,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,30.0,5.0,0.0,19.0,1.0,1.0,80.0,,,,3400.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,88.0,ESS1e06_6,1.0,6.6,137.0,0.4734,0.739209411222668,0.271487505538325,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,5.0,0.0,18.0,1.0,1.0,65.0,,,,4212.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,89.0,ESS1e06_6,1.0,6.6,138.0,0.4734,0.4251286122839,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,27.0,3.0,0.0,14.0,1.0,1.0,51.0,,,,5220.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,90.0,ESS1e06_6,1.0,6.6,140.0,0.4734,0.455825794984932,0.271487505538325,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,43.0,3.0,0.0,14.0,1.0,1.0,40.0,,,,7136.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,91.0,ESS1e06_6,1.0,6.6,145.0,0.9469,1.00659561144373,0.271487505538325,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,60.0,3.0,0.0,10.0,4.0,1.0,66.0,,,,4120.0,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,92.0,ESS1e06_6,1.0,6.6,146.0,1.8938,1.82349575526502,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.0,3.0,0.0,13.0,1.0,1.0,65.0,,,,4212.0,,6.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,93.0,ESS1e06_6,1.0,6.6,147.0,0.4734,0.455825794984932,0.271487505538325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,41.0,3.0,0.0,14.0,1.0,1.0,75.0,,,,3449.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,94.0,ESS1e06_6,1.0,6.6,148.0,0.4734,0.4251286122839,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.0,3.0,0.0,12.0,1.0,1.0,75.0,,,,4190.0,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,95.0,ESS1e06_6,1.0,6.6,152.0,0.9469,1.14703610597735,0.271487505538325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,3.0,0.0,15.0,2.0,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,96.0,ESS1e06_6,1.0,6.6,154.0,0.4734,0.4251286122839,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,3.0,0.0,12.0,7.0,1.0,52.0,,,,5220.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,97.0,ESS1e06_6,1.0,6.6,156.0,0.4734,0.567254042993145,0.271487505538325,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,58.0,3.0,0.0,10.0,6.0,1.0,75.0,,,,3443.0,,7.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,98.0,ESS1e06_6,1.0,6.6,158.0,0.4734,0.377471781464082,0.271487505538325,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,78.0,1.0,0.0,,6.0,1.0,21.0,,,,9320.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,99.0,ESS1e06_6,1.0,6.6,159.0,0.9469,0.850347027823458,0.271487505538325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.0,3.0,0.0,13.0,9.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,ESS1-8e01,1.0,12.12.2018,100.0,ESS1e06_6,1.0,6.6,160.0,0.9469,1.34897445347641,0.271487505538325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,73.0,1.0,0.0,,6.0,,,,,,,,8.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
