id,year,wave,country_new,nuts2_region,trust_eu,eu_pos,ec_exp,attach_cntry,trust_gov,lr,lr2,age,gender,edu,occ,gdp_reg,gdp_reg_ch_5,gdp_reg_ch_3,gdp_reg_ch_1,gdp_reg_gr,gdp_reg_gr_ch,gdp_reg_gr_ch_wlth,gdp_nat,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,_merge,nonmiss
9881,2015.0,831.0,1,AT11,,0,1,,0,3,9.0,69,1,1.0,0,25000.0,3800.0,1600.0,900.0,2.0,2.0,5.0,35900.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
520,2014.0,823.0,1,AT11,,0,2,,1,5,25.0,64,0,2.0,,24100.0,,2000.0,300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
931,2014.0,814.0,1,AT11,0,0,1,,0,8,64.0,58,0,1.0,,24100.0,,2000.0,300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
1115,2019.0,915.0,1,AT11,0,1,3,0,0,2,4.0,27,0,2.0,1,27800.0,3700.0,2200.0,700.0,2.0,2.0,5.0,39400.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
2085,2016.0,852.0,1,AT11,0,0,1,,,10,100.0,51,0,3.0,1,25600.0,3500.0,1800.0,600.0,2.0,2.0,5.0,36600.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
200001,2011.0,763.0,1,AT11,1,1,2,,1,,,25,1,3.0,,22100.0,,,900.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
1205,2014.0,814.0,1,AT11,0,0,2,,0,5,25.0,89,1,1.0,,24100.0,,2000.0,300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
1204,2014.0,814.0,1,AT11,0,0,2,,0,7,49.0,80,1,1.0,,24100.0,,2000.0,300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
968313,2013.0,801.0,1,AT11,0,0,2,,0,,,69,1,1.0,,23800.0,,2600.0,400.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
672,2019.0,923.0,1,AT11,0,0,2,0,0,7,49.0,73,0,2.0,0,27800.0,3700.0,2200.0,700.0,2.0,2.0,5.0,39400.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,1.0
968310,2012.0,773.0,1,AT11,0,0,2,,1,,,65,1,1.0,,23400.0,,,1300.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
968309,2013.0,793.0,1,AT11,,0,3,,1,,,67,1,1.0,,23800.0,,2600.0,400.0,2.0,,,,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
2255,2017.0,873.0,1,AT11,1,1,3,0,1,,,21,1,3.0,0,26400.0,3000.0,2300.0,800.0,2.0,2.0,5.0,37200.0,20400.0,21200.0,22100.0,23400.0,23800.0,24100.0,25000.0,25600.0,26400.0,27100.0,27800.0,26400.0,3,0.0
